Train,Process Stream,system,Equipment ID,function,parameter,Value,General Location,Location,Maximo ID
East,downstream,UFDF,UF-3130,Retentate Piping,"Inner diameter
(inch/mm)","1.5"" / 3.8mm",FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Pressure Control Retentate Pressure Transmitter,Calibration DS,1514,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Pressure Control Retentate Pressure Transmitter,Calibration Range (PSIG),0-100,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Pressure Control Retentate Pressure Transmitter,Calibration Tolerance,±0.25 psig,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Pressure Control Retentate Pressure Transmitter,Manufacturer,ROSEMOUNT / 3051TG2FPB21AS108Q4,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Pressure Control Retentate Pressure Transmitter,Range,0-150,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Pressure Control Retentate Pressure Transmitter,Vendor Tolerance,±0.065% of span,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Bottom Diameter (in),16,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Hi Warning,95% (not enabled),FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,MOC,316L,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Manufacturer,Allegheny Bradford,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Other Dimensions,,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Rating,60 psig/FV,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Top Diameter (in),30,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Tulip Bottom (L),50,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank,Work Volume (L),300,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Temperature Transmitter,Calibration DS,3413,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Temperature Transmitter,Calibration Range (ºC),0-150,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Temperature Transmitter,Calibration Tolerance,±2.0 ºC,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Temperature Transmitter,Manufacturer,ROSEMOUNT / 3244MV,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Temperature Transmitter,Range(ºC),0-100,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Temperature Transmitter,Vendor Accurary,,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Flow (LPM),80,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Gear Ratio,3.38:1,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Manufacturing,Viking/Coker,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Max speed (RPM),532,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Model,S2M,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Motor HP/RPM,1/1800,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Transfer Pump,Type,Rotary Lobe,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,Flow Cell MOC,316LSS,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,Manufacturer/Model,"WEDGEWOOD /
AF44VEQHAT1B3-C",FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,Number of UV,1,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,Pathlength,5 mm,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,Surface Finish,,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,UV Location,Permeate,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,UV System UV Sensor,Wavelength,280 nm,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Vent Filter,Manufacturing,Pall,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Vent Filter,Material,316L /EPDM,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Vent Filter,Size,,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank Vent Filter,Type,"Inline, 0.2 um, Code 7",FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank pH Transmitter,Calibration DS,120310,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank pH Transmitter,Calibration Range,0-14,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank pH Transmitter,Calibration Tolerance,±0.06,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank pH Transmitter,Manufacturer,ROSEMOUNT / 4081,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank pH Transmitter,Range,0-14,FR003765,FR00376502,627194
East,downstream,UFDF,UF-3130,Recycle Tank pH Transmitter,Vendor Accurary,±0.01 pH,FR003765,FR00376502,627194
West,downstream,UFDF,UF-3170,Chemical containers for CIP Acid Container,Material,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Chemical containers for CIP Acid Container,Work Volume (L),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Chemical containers for CIP Acid Container,diameter (in),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Acid Pump,Flow (LPH),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Acid Pump,Manufacturing,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Acid Pump,Model,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Acid Pump,Speed (SPM),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Acid Pump,Type,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Agitation,RPM,"Lower 0-344, Upper 0-232",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Agitation,Start volume (L),"Lower >45L, Upper >460L",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Agitation,Stop Volume (L),"Lower <45L, Upper <460L",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Agitation,Type,"Bottom mounted, Two impellers",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Air Filter,Manufacturing,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Air Filter,Material,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Air Filter,Size,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Air Filter,Type,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Air Integrity Flow Transmitter,Calibration DS,Vendor,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Air Integrity Flow Transmitter,Calibration Tolerance,±1.0% of span,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Air Integrity Flow Transmitter,Manufacturer,Sierra / M100M-NR-3-OV1-PV2-V1-C10-MC-CC,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Air Integrity Flow Transmitter,Range (SLPM),0-130 SLPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Air Integrity Flow Transmitter,Vendor Accurary,±1.0% of span,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Pressure Control Air Integrity Pressure
Transmitter",Calibration DS,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Pressure Control Air Integrity Pressure
Transmitter",Calibration Range (PSIG),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Pressure Control Air Integrity Pressure
Transmitter",Calibration Tolerance,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Pressure Control Air Integrity Pressure
Transmitter",Manufacturer,Festo / 161130-FMAP-63-6-1/4-EN,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Pressure Control Air Integrity Pressure
Transmitter",Range,0-87 PSIG,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Pressure Control Air Integrity Pressure
Transmitter",Vendor Accurary,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Calibration DS,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Calibration Range (CU),0-2.5 OD,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Calibration Tolerance,0.01,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,HMI Range,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,HMI Tolerance,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Model #,Optek / C4261,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Range,0-0.5 OD and 0-2.5 OD,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Type and Function,symmetric,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System Analyzer,Vendor Accuracy,0.01,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Chemical containers for CIP Base Container,Material,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Chemical containers for CIP Base Container,Work Volume (L),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Chemical containers for CIP Base Container,diameter (in),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Base Pump,Flow,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Base Pump,Manufacturing,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Base Pump,Model,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Base Pump,Speed (SPM),,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Base Pump,Type,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Conductivity Transmitter,Calibration DS,123745,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Conductivity Transmitter,Calibration Range (mS/cm),0-200,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Conductivity Transmitter,Calibration Tolerance,±2.0 mS/cm,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Conductivity Transmitter,Manufacturer,Mettler-Toledo / Inpro 7100i,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Conductivity Transmitter,Range (mS/cm),0.2-500 mS,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Conductivity Transmitter,Vendor Accurary,±5%,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Piping,"Inner diameter
(inch/mm)","3"" & 2"" / 76.2 & 50.8 mm",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Flow (LPM),15-400 LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Gear Ratio,4.0 : 1,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Manufacturing,Alfa Laval,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Max speed (RPM),436RPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Model,SX6WLD,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Motor HP/RPM,10 / 1750,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Feed Pump,Type,Rotary Lobe,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Filtrate Piping,"Inner diameter
(inch/mm)","1.5"" / 38.1 mm",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UF Membrane Holder,Holder MOC,316L,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UF Membrane Holder,Manufacturer/model,Pall / Centrasette C-80,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UF Membrane Holder,Max Capacity,80 M2 / 861 ft2,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UF Membrane Holder,OP Temp,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UF Membrane Holder,Seal,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UF Membrane Holder,Size,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Inlet Manifold Flow Transmitter,Calibration DS,123816,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Inlet Manifold Flow Transmitter,Calibration Range (LPM),0-100,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Inlet Manifold Flow Transmitter,Calibration Tolerance,±0.5 LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Inlet Manifold Flow Transmitter,Manufacturer/Model,Endress & Hauser / 83P25-3K39/0,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Inlet Manifold Flow Transmitter,Range (LPM),0-132LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Inlet Manifold Flow Transmitter,Vendor Accurary,±0.1% of reading,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,"Calibration 
Process Tolerance",±15.0 L,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,Calibration Adjustmnt Tolerance,±7.5 L,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,Calibration DS,150226,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,Calibration Range (L),35-1500L,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,Manufacturer,Magnetrol / 705-520A-134,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,Range (L),35-1500L,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Level Transmitter,Vendor Accurary,±0.1 inch,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Membrane Feed Pressure Transmitter,Calibration DS,150227,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Membrane Feed Pressure Transmitter,Calibration Range (PSIG),-14.7 to 85.3 PSIG,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Membrane Feed Pressure Transmitter,Calibration Tolerance,±1.0 psig,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Membrane Feed Pressure Transmitter,Manufacturer / Model,Anderson / MPPSAB41A0EBF71A1A,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Membrane Feed Pressure Transmitter,Range,0 - 100 PSIA (-14.7 to 85.3 PSIG),FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Membrane Feed Pressure Transmitter,Vendor Tolerance,±0.07% of span,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Permeate Flow Transmitter,Calibration DS,123733,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Permeate Flow Transmitter,Calibration Range (LPM),0-300 LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Permeate Flow Transmitter,Calibration Tolerance,±2% of reading,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Permeate Flow Transmitter,Manufacturer/Model,Endress & Hauser / 83P40-2C52/0,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Permeate Flow Transmitter,Range (kg/h),0-9000 (0-330 LPM),FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Flow Control Permeate Flow Transmitter,Vendor Accurary,±0.1% of reading,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Permeate Pressure Transmitter,Calibration DS,150227,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Permeate Pressure Transmitter,Calibration Range (PSIG),-14.7 to 85.3 PSIG,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Permeate Pressure Transmitter,Calibration Tolerance,±1.0 psig,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Permeate Pressure Transmitter,Manufacturer,Anderson / MPPSAB41A0EBF71A1A,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Permeate Pressure Transmitter,Range,0 - 100 PSIA (-14.7 to 85.3 PSIG),FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Permeate Pressure Transmitter,Vendor Accurary,±0.07% of span,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Piping,Hold up volume (product run),25.76 L (Both holders only) 22.98 L (one holder only) 34L (36 Pellicon3 1.14 m2 cassettes),FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Pressure Transmitter,Calibration DS,150227,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Pressure Transmitter,Calibration Range (PSIG),-14.7 to 85.3 PSIG,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Pressure Transmitter,Calibration Tolerance,±1.0 psig,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Pressure Transmitter,Manufacturer,Annderson / MPPSAB41A0EBF71A1A,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Pressure Transmitter,Range (psig),-14.7 to 85.3 PSIG (0-100 PSIA),FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Pressure Transmitter,Vendor Accurary,±0.07% of span,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Flow Control Retentate Flow Transmitter 
(Feed for UF-3170)",Calibration DS,Vendor,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Flow Control Retentate Flow Transmitter 
(Feed for UF-3170)",Calibration Range (LPM),0-589 LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Flow Control Retentate Flow Transmitter 
(Feed for UF-3170)",Calibration Tolerance,±0.2% of reading,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Flow Control Retentate Flow Transmitter 
(Feed for UF-3170)",Manufacturer/Model,Endress & Hauser / 53H50-1FOB9AA0LBAK+,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Flow Control Retentate Flow Transmitter 
(Feed for UF-3170)",Range (LPM),0-589 LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,"Flow Control Retentate Flow Transmitter 
(Feed for UF-3170)",Vendor Accurary,±0.2% of reading,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Retentate Piping,"Inner diameter
(inch/mm)","2"" / 50.8 mm",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Retentate Pressure Transmitter,Calibration DS,150227,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Retentate Pressure Transmitter,Calibration Range (PSIG),-14.7 to 85.3 PSIG,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Retentate Pressure Transmitter,Calibration Tolerance,±1.0 psig,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Retentate Pressure Transmitter,Manufacturer,Anderson / MPPSAB41A0EBF71A1A,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Retentate Pressure Transmitter,Range,0 - 100 PSIA (-14.7 to 85.3 PSIG),FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Pressure Control Retentate Pressure Transmitter,Vendor Tolerance,±0.07% of span,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Bottom Diameter (in),32,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Hi Warning,1400,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,MOC,316L SS,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Manufacturer,Holloway America,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Other Dimensions,"Bottom Elbow - 2.5L
Top of Vortex Breaker - 9.2L
Lower Diptube tip submerged - 28L
Lower Agit - 36.5L,
Top of Sample port - 108L
Upper Diptube tip submerged - 341L
Upper Agit - 430L
Vol at sprayball - 1466L",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Rating,45 psig/FV,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Top Diameter (in),56,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Tulip Bottom (L),211,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank,Work Volume (L),1500,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Temperature Transmitter,Calibration DS,150229,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Temperature Transmitter,Calibration Range (ºC),0-150,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Temperature Transmitter,Calibration Tolerance,±2.0 ºC,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Temperature Transmitter,Manufacturer,Rosemount 848T,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Temperature Transmitter,Range(ºC),0-150,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Temperature Transmitter,Vendor Accurary,±0.21%,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Flow (LPM),1-100 LPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Gear Ratio,5.8 : 1,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Manufacturing,Alfa Laval,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Max speed (RPM),307 RPM,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Model,SX4NLD,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Motor HP/RPM,2 / 1745,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Transfer Pump,Type,Rotary Lobe,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,Flow Cell MOC,316L SS / Sapphire windows,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,Manufacturer/Model,Optek / AF45,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,Number of UV,1,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,Pathlength,40 mm,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,Surface Finish,,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,UV Location,Permeate,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,UV System UV Sensor,Wavelength,280 mm,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Vent Filter,Manufacturing,Pall,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Vent Filter,Material,316L SS,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Vent Filter,Size,"5""/Single",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank Vent Filter,Type,"Inline, 0.2 um, Code 7",FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank pH Transmitter,Calibration DS,150230,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank pH Transmitter,Calibration Range,0-12,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank pH Transmitter,Calibration Tolerance,±0.14,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank pH Transmitter,Manufacturer,Mettler-Toledo / Inpro 3253i,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank pH Transmitter,Range,0-12,FR003765,FR00376508,5005019
West,downstream,UFDF,UF-3170,Recycle Tank pH Transmitter,Vendor Accurary,±0.01,FR003765,FR00376508,5005019
East,downstream,UFDF,UF-3530,Chemical containers for CIP Acid Container,Material,Polypropylene,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Chemical containers for CIP Acid Container,Work Volume (L),10,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Chemical containers for CIP Acid Container,diameter (in),9.875,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Acid Pump,Flow (LPH),20 GLH,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Acid Pump,Manufacturing,LMI,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Acid Pump,Model,C741-35T,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Acid Pump,Speed (SPM),0-100,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Acid Pump,Type,Metering,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Agitation,RPM,0-350,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Agitation,Start volume (L),30-70 or >95,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Agitation,Stop Volume (L),<30 or 70-95,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Agitation,Type,"Lightnin/SV5S50
Top Mounted, Off-center
two impellers",FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Air Filter,Manufacturing,,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Air Filter,Material,,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Air Filter,Size,,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Recycle Tank Air Filter,Type,,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Flow Control Air Integrity Flow Transmitter,Calibration DS,Vendor,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Flow Control Air Integrity Flow Transmitter,Calibration Tolerance,±0.150 SLPM,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Flow Control Air Integrity Flow Transmitter,Manufacturer,Brooks / 5860IA13XB2EA,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Flow Control Air Integrity Flow Transmitter,Range (SLPM),0-5 SLPM,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,Flow Control Air Integrity Flow Transmitter,Vendor Accurary,,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,"Pressure Control Air Integrity Pressure
Transmitter",Calibration DS,6431,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,"Pressure Control Air Integrity Pressure
Transmitter",Calibration Range (PSIG),0-60,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,"Pressure Control Air Integrity Pressure
Transmitter",Calibration Tolerance,±0.3 psig,FR003765,FR00376503,627210
East,downstream,UFDF,UF-3530,"Pressure Control Air Integrity Pressure
Transmitter",Manufacturer,"FAIRCHILD /
 TT801-051000",FR003765,FR00376503,627210
