Train,Process Stream,system,Equipment ID,function,parameter,Value,General Location,Location,Maximo ID
West,downstream,Buffer hold tanks,T-4200,Vessel Demension,"Tank Inner Diameter ("")",36,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel Demension,"Tank Outer Diameter("")",41,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel Demension,"Tank Straight wall height ("")",96,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel Demension,"Total height, bottom to top ("")",119.625,,,626114
West,downstream,Buffer hold tanks,T-4200,Air Filter,Size,,,,626114
West,downstream,Buffer hold tanks,T-4200,Air Filter,Type,No Air Filter,,,626114
West,downstream,Buffer hold tanks,T-4200,Air Filter,Vendor,,,,626114
West,downstream,Buffer hold tanks,T-4200,Product/Buffer Filter,Size,"10""/single",,,626114
West,downstream,Buffer hold tanks,T-4200,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626114
West,downstream,Buffer hold tanks,T-4200,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626114
West,downstream,Buffer hold tanks,T-4200,Vent Filter,Size,"5""/single",,,626114
West,downstream,Buffer hold tanks,T-4200,Vent Filter,Type,"In Line cartridge, Type 7",,,626114
West,downstream,Buffer hold tanks,T-4200,Vent Filter,Vendor,"Millipore, Pall",,,626114
West,downstream,Buffer hold tanks,T-4200,Level Transmitter,Calibration DS,123740,,,626114
West,downstream,Buffer hold tanks,T-4200,Level Transmitter,Calibration Tolerance,±12.0 L,,,626114
West,downstream,Buffer hold tanks,T-4200,Level Transmitter,Manufacturer,Rosemount / 3051CG,,,626114
West,downstream,Buffer hold tanks,T-4200,Level Transmitter,Max.,1650,,,626114
West,downstream,Buffer hold tanks,T-4200,Level Transmitter,Min.,0,,,626114
West,downstream,Buffer hold tanks,T-4200,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626114
West,downstream,Buffer hold tanks,T-4200,Pressure Transmitter,Calibration DS,123690,,,626114
West,downstream,Buffer hold tanks,T-4200,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626114
West,downstream,Buffer hold tanks,T-4200,Pressure Transmitter,Manufacturer,Rosemount / 3051TG,,,626114
West,downstream,Buffer hold tanks,T-4200,Pressure Transmitter,Max.,40,,,626114
West,downstream,Buffer hold tanks,T-4200,Pressure Transmitter,Min.,0,,,626114
West,downstream,Buffer hold tanks,T-4200,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626114
West,downstream,Buffer hold tanks,T-4200,Temeprature Transmitter,Calibration DS,123666,,,626114
West,downstream,Buffer hold tanks,T-4200,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626114
West,downstream,Buffer hold tanks,T-4200,Temeprature Transmitter,Manufacturer,Rosemount / 848TFI5S001B6JS2F5,,,626114
West,downstream,Buffer hold tanks,T-4200,Temeprature Transmitter,Max.,150 C,,,626114
West,downstream,Buffer hold tanks,T-4200,Temeprature Transmitter,Min.,0,,,626114
West,downstream,Buffer hold tanks,T-4200,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel,CIP capable,Y,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel,"Connected to I (Initial), F(Final)",I,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel,Manufacturer,DCI,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel,SIP capable,Y,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel Volume (L),Maximum working volume,1575,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel Volume (L),Minimum working volume,0,,,626114
West,downstream,Buffer hold tanks,T-4200,Vessel Volume (L),Nominal volume,1500,,,626114
West,downstream,Buffer hold tanks,T-4210,Vessel Demension,"Tank Inner Diameter ("")",36,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel Demension,"Tank Outer Diameter("")",41,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel Demension,"Tank Straight wall height ("")",96,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel Demension,"Total height, bottom to top ("")",119.625,,,626120
West,downstream,Buffer hold tanks,T-4210,Air Filter,Size,,,,626120
West,downstream,Buffer hold tanks,T-4210,Air Filter,Type,No Air Filter,,,626120
West,downstream,Buffer hold tanks,T-4210,Air Filter,Vendor,,,,626120
West,downstream,Buffer hold tanks,T-4210,Product/Buffer Filter,Size,"10""/single",,,626120
West,downstream,Buffer hold tanks,T-4210,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626120
West,downstream,Buffer hold tanks,T-4210,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626120
West,downstream,Buffer hold tanks,T-4210,Vent Filter,Size,"5""/single",,,626120
West,downstream,Buffer hold tanks,T-4210,Vent Filter,Type,"In Line cartridge, Type 7",,,626120
West,downstream,Buffer hold tanks,T-4210,Vent Filter,Vendor,"Millipore, Pall",,,626120
West,downstream,Buffer hold tanks,T-4210,Level Transmitter,Calibration DS,123740,,,626120
West,downstream,Buffer hold tanks,T-4210,Level Transmitter,Calibration Tolerance,±12 L,,,626120
West,downstream,Buffer hold tanks,T-4210,Level Transmitter,Manufacturer,Rosemount / 3051CG,,,626120
West,downstream,Buffer hold tanks,T-4210,Level Transmitter,Max.,1650,,,626120
West,downstream,Buffer hold tanks,T-4210,Level Transmitter,Min.,0,,,626120
West,downstream,Buffer hold tanks,T-4210,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626120
West,downstream,Buffer hold tanks,T-4210,Pressure Transmitter,Calibration DS,123690,,,626120
West,downstream,Buffer hold tanks,T-4210,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626120
West,downstream,Buffer hold tanks,T-4210,Pressure Transmitter,Manufacturer,Rosemount / 3051TG2F2B21AM5S1A01,,,626120
West,downstream,Buffer hold tanks,T-4210,Pressure Transmitter,Max.,40,,,626120
West,downstream,Buffer hold tanks,T-4210,Pressure Transmitter,Min.,0,,,626120
West,downstream,Buffer hold tanks,T-4210,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626120
West,downstream,Buffer hold tanks,T-4210,Temeprature Transmitter,Calibration DS,123666,,,626120
West,downstream,Buffer hold tanks,T-4210,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626120
West,downstream,Buffer hold tanks,T-4210,Temeprature Transmitter,Manufacturer,Rosemount / 848TFI5S001B6JS2F5,,,626120
West,downstream,Buffer hold tanks,T-4210,Temeprature Transmitter,Max.,150,,,626120
West,downstream,Buffer hold tanks,T-4210,Temeprature Transmitter,Min.,0,,,626120
West,downstream,Buffer hold tanks,T-4210,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel,CIP capable,Y,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel,"Connected to I (Initial), F(Final)",I,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel,Manufacturer,DCI,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel,SIP capable,Y,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel Volume (L),Maximum working volume,1575,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel Volume (L),Minimum working volume,0,,,626120
West,downstream,Buffer hold tanks,T-4210,Vessel Volume (L),Nominal volume,1500,,,626120
West,downstream,Buffer hold tanks,T-4230,Vessel Demension,"Tank Inner Diameter ("")",48,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel Demension,"Tank Outer Diameter("")",53,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel Demension,"Tank Straight wall height ("")",108,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel Demension,"Total height, bottom to top ("")",135.6875,,,626129
West,downstream,Buffer hold tanks,T-4230,Air Filter,Size,,,,626129
West,downstream,Buffer hold tanks,T-4230,Air Filter,Type,No Air Filter,,,626129
West,downstream,Buffer hold tanks,T-4230,Air Filter,Vendor,,,,626129
West,downstream,Buffer hold tanks,T-4230,Product/Buffer Filter,Size,"10""/single",,,626129
West,downstream,Buffer hold tanks,T-4230,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626129
West,downstream,Buffer hold tanks,T-4230,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626129
West,downstream,Buffer hold tanks,T-4230,Vent Filter,Size,"5""/single",,,626129
West,downstream,Buffer hold tanks,T-4230,Vent Filter,Type,"In Line cartridge, Type 7",,,626129
West,downstream,Buffer hold tanks,T-4230,Vent Filter,Vendor,"Millipore, Pall",,,626129
West,downstream,Buffer hold tanks,T-4230,Level Transmitter,Calibration DS,123741,,,626129
West,downstream,Buffer hold tanks,T-4230,Level Transmitter,Calibration Tolerance,±22.0 L,,,626129
West,downstream,Buffer hold tanks,T-4230,Level Transmitter,Manufacturer,ROSEMOUNT / 3051CG,,,626129
West,downstream,Buffer hold tanks,T-4230,Level Transmitter,Max.,3300,,,626129
West,downstream,Buffer hold tanks,T-4230,Level Transmitter,Min.,0,,,626129
West,downstream,Buffer hold tanks,T-4230,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626129
West,downstream,Buffer hold tanks,T-4230,Pressure Transmitter,Calibration DS,123690,,,626129
West,downstream,Buffer hold tanks,T-4230,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626129
West,downstream,Buffer hold tanks,T-4230,Pressure Transmitter,Manufacturer,Rosemount/ 3051TG2F2B21AM5S1A01,,,626129
West,downstream,Buffer hold tanks,T-4230,Pressure Transmitter,Max.,40,,,626129
West,downstream,Buffer hold tanks,T-4230,Pressure Transmitter,Min.,0,,,626129
West,downstream,Buffer hold tanks,T-4230,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626129
West,downstream,Buffer hold tanks,T-4230,Temeprature Transmitter,Calibration DS,123666,,,626129
West,downstream,Buffer hold tanks,T-4230,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626129
West,downstream,Buffer hold tanks,T-4230,Temeprature Transmitter,Manufacturer,Rosemount/ 848TFI5S001B6JS2F5,,,626129
West,downstream,Buffer hold tanks,T-4230,Temeprature Transmitter,Max.,150,,,626129
West,downstream,Buffer hold tanks,T-4230,Temeprature Transmitter,Min.,0,,,626129
West,downstream,Buffer hold tanks,T-4230,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel,CIP capable,Y,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel,"Connected to I (Initial), F(Final)","I, F",,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel,Manufacturer,DCI,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel,SIP capable,Y,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel Volume (L),Maximum working volume,3150,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel Volume (L),Minimum working volume,0,,,626129
West,downstream,Buffer hold tanks,T-4230,Vessel Volume (L),Nominal volume,3000,,,626129
West,downstream,Buffer hold tanks,T-4240,Vessel Demension,"Tank Inner Diameter ("")",48,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel Demension,"Tank Outer Diameter("")",53,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel Demension,"Tank Straight wall height ("")",108,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel Demension,"Total height, bottom to top ("")",135.6875,,,626138
West,downstream,Buffer hold tanks,T-4240,Air Filter,Size,,,,626138
West,downstream,Buffer hold tanks,T-4240,Air Filter,Type,No Air Filter,,,626138
West,downstream,Buffer hold tanks,T-4240,Air Filter,Vendor,,,,626138
West,downstream,Buffer hold tanks,T-4240,Product/Buffer Filter,Size,"10""/single",,,626138
West,downstream,Buffer hold tanks,T-4240,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626138
West,downstream,Buffer hold tanks,T-4240,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626138
West,downstream,Buffer hold tanks,T-4240,Vent Filter,Size,"5""/single",,,626138
West,downstream,Buffer hold tanks,T-4240,Vent Filter,Type,"In Line cartridge, Type 7",,,626138
West,downstream,Buffer hold tanks,T-4240,Vent Filter,Vendor,"Millipore, Pall",,,626138
West,downstream,Buffer hold tanks,T-4240,Level Transmitter,Calibration DS,123741,,,626138
West,downstream,Buffer hold tanks,T-4240,Level Transmitter,Calibration Tolerance,±22.0 L,,,626138
West,downstream,Buffer hold tanks,T-4240,Level Transmitter,Manufacturer,ROSEMOUNT / 3051CG,,,626138
West,downstream,Buffer hold tanks,T-4240,Level Transmitter,Max.,3300,,,626138
West,downstream,Buffer hold tanks,T-4240,Level Transmitter,Min.,0,,,626138
West,downstream,Buffer hold tanks,T-4240,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626138
West,downstream,Buffer hold tanks,T-4240,Pressure Transmitter,Calibration DS,123690,,,626138
West,downstream,Buffer hold tanks,T-4240,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626138
West,downstream,Buffer hold tanks,T-4240,Pressure Transmitter,Manufacturer,Rosemount/ 3051TG2F2B21AM5S1A01,,,626138
West,downstream,Buffer hold tanks,T-4240,Pressure Transmitter,Max.,40,,,626138
West,downstream,Buffer hold tanks,T-4240,Pressure Transmitter,Min.,0,,,626138
West,downstream,Buffer hold tanks,T-4240,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626138
West,downstream,Buffer hold tanks,T-4240,Temeprature Transmitter,Calibration DS,123666,,,626138
West,downstream,Buffer hold tanks,T-4240,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626138
West,downstream,Buffer hold tanks,T-4240,Temeprature Transmitter,Manufacturer,Rosemount/ 848TFI5S001B6JS2F5,,,626138
West,downstream,Buffer hold tanks,T-4240,Temeprature Transmitter,Max.,150,,,626138
West,downstream,Buffer hold tanks,T-4240,Temeprature Transmitter,Min.,0,,,626138
West,downstream,Buffer hold tanks,T-4240,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel,CIP capable,Y,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel,"Connected to I (Initial), F(Final)",I,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel,Manufacturer,DCI,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel,SIP capable,Y,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel Volume (L),Maximum working volume,3150,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel Volume (L),Minimum working volume,0,,,626138
West,downstream,Buffer hold tanks,T-4240,Vessel Volume (L),Nominal volume,3000,,,626138
West,downstream,Buffer hold tanks,T-4250,Vessel Demension,"Tank Inner Diameter ("")",48,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel Demension,"Tank Outer Diameter("")",53,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel Demension,"Tank Straight wall height ("")",108,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel Demension,"Total height, bottom to top ("")",135.6875,,,626142
West,downstream,Buffer hold tanks,T-4250,Air Filter,Size,,,,626142
West,downstream,Buffer hold tanks,T-4250,Air Filter,Type,No Air Filter,,,626142
West,downstream,Buffer hold tanks,T-4250,Air Filter,Vendor,,,,626142
West,downstream,Buffer hold tanks,T-4250,Product/Buffer Filter,Size,"10""/single",,,626142
West,downstream,Buffer hold tanks,T-4250,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626142
West,downstream,Buffer hold tanks,T-4250,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626142
West,downstream,Buffer hold tanks,T-4250,Vent Filter,Size,"5""/single",,,626142
West,downstream,Buffer hold tanks,T-4250,Vent Filter,Type,"In Line cartridge, Type 7",,,626142
West,downstream,Buffer hold tanks,T-4250,Vent Filter,Vendor,"Millipore, Pall",,,626142
West,downstream,Buffer hold tanks,T-4250,Level Transmitter,Calibration DS,123741,,,626142
West,downstream,Buffer hold tanks,T-4250,Level Transmitter,Calibration Tolerance,±22.0 L,,,626142
West,downstream,Buffer hold tanks,T-4250,Level Transmitter,Manufacturer,ROSEMOUNT / 3051CG,,,626142
West,downstream,Buffer hold tanks,T-4250,Level Transmitter,Max.,3300,,,626142
West,downstream,Buffer hold tanks,T-4250,Level Transmitter,Min.,0,,,626142
West,downstream,Buffer hold tanks,T-4250,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626142
West,downstream,Buffer hold tanks,T-4250,Pressure Transmitter,Calibration DS,123690,,,626142
West,downstream,Buffer hold tanks,T-4250,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626142
West,downstream,Buffer hold tanks,T-4250,Pressure Transmitter,Manufacturer,Rosemount/ 3051TG2F2B21AM5A01S1,,,626142
West,downstream,Buffer hold tanks,T-4250,Pressure Transmitter,Max.,40,,,626142
West,downstream,Buffer hold tanks,T-4250,Pressure Transmitter,Min.,0,,,626142
West,downstream,Buffer hold tanks,T-4250,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626142
West,downstream,Buffer hold tanks,T-4250,Temeprature Transmitter,Calibration DS,123666,,,626142
West,downstream,Buffer hold tanks,T-4250,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626142
West,downstream,Buffer hold tanks,T-4250,Temeprature Transmitter,Manufacturer,Rosemount/ 848TFI5S001B6JS2F5,,,626142
West,downstream,Buffer hold tanks,T-4250,Temeprature Transmitter,Max.,150,,,626142
West,downstream,Buffer hold tanks,T-4250,Temeprature Transmitter,Min.,0,,,626142
West,downstream,Buffer hold tanks,T-4250,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel,CIP capable,Y,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel,"Connected to I (Initial), F(Final)",I,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel,Manufacturer,DCI,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel,SIP capable,Y,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel Volume (L),Maximum working volume,3150,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel Volume (L),Minimum working volume,0,,,626142
West,downstream,Buffer hold tanks,T-4250,Vessel Volume (L),Nominal volume,3000,,,626142
West,downstream,Buffer hold tanks,T-4260,Vessel Demension,"Tank Inner Diameter ("")",48,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel Demension,"Tank Outer Diameter("")",53,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel Demension,"Tank Straight wall height ("")",108,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel Demension,"Total height, bottom to top ("")",135.6875,,,626140
West,downstream,Buffer hold tanks,T-4260,Air Filter,Size,,,,626140
West,downstream,Buffer hold tanks,T-4260,Air Filter,Type,No Air Filter,,,626140
West,downstream,Buffer hold tanks,T-4260,Air Filter,Vendor,,,,626140
West,downstream,Buffer hold tanks,T-4260,Product/Buffer Filter,Size,"10""/single",,,626140
West,downstream,Buffer hold tanks,T-4260,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626140
West,downstream,Buffer hold tanks,T-4260,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626140
West,downstream,Buffer hold tanks,T-4260,Vent Filter,Size,"5""/single",,,626140
West,downstream,Buffer hold tanks,T-4260,Vent Filter,Type,"In Line cartridge, Type 7",,,626140
West,downstream,Buffer hold tanks,T-4260,Vent Filter,Vendor,"Millipore, Pall",,,626140
West,downstream,Buffer hold tanks,T-4260,Level Transmitter,Calibration DS,123741,,,626140
West,downstream,Buffer hold tanks,T-4260,Level Transmitter,Calibration Tolerance,±22.0 L,,,626140
West,downstream,Buffer hold tanks,T-4260,Level Transmitter,Manufacturer,ROSEMOUNT / 3051CG,,,626140
West,downstream,Buffer hold tanks,T-4260,Level Transmitter,Max.,3300,,,626140
West,downstream,Buffer hold tanks,T-4260,Level Transmitter,Min.,0,,,626140
West,downstream,Buffer hold tanks,T-4260,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626140
West,downstream,Buffer hold tanks,T-4260,Pressure Transmitter,Calibration DS,123690,,,626140
West,downstream,Buffer hold tanks,T-4260,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626140
West,downstream,Buffer hold tanks,T-4260,Pressure Transmitter,Manufacturer,Rosemount/ 3051TG,,,626140
West,downstream,Buffer hold tanks,T-4260,Pressure Transmitter,Max.,40,,,626140
West,downstream,Buffer hold tanks,T-4260,Pressure Transmitter,Min.,0,,,626140
West,downstream,Buffer hold tanks,T-4260,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626140
West,downstream,Buffer hold tanks,T-4260,Temeprature Transmitter,Calibration DS,123666,,,626140
West,downstream,Buffer hold tanks,T-4260,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626140
West,downstream,Buffer hold tanks,T-4260,Temeprature Transmitter,Manufacturer,Rosemount/ 848TFI5S001B6JS2F5,,,626140
West,downstream,Buffer hold tanks,T-4260,Temeprature Transmitter,Max.,150,,,626140
West,downstream,Buffer hold tanks,T-4260,Temeprature Transmitter,Min.,0,,,626140
West,downstream,Buffer hold tanks,T-4260,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel,CIP capable,Y,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel,"Connected to I (Initial), F(Final)",I,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel,Manufacturer,DCI,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel,SIP capable,Y,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel Volume (L),Maximum working volume,3150,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel Volume (L),Minimum working volume,0,,,626140
West,downstream,Buffer hold tanks,T-4260,Vessel Volume (L),Nominal volume,3000,,,626140
West,downstream,Buffer hold tanks,T-4270,Vessel Demension,"Tank Inner Diameter ("")",36,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel Demension,"Tank Outer Diameter("")",41,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel Demension,"Tank Straight wall height ("")",96,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel Demension,"Total height, bottom to top ("")",119.625,,,626141
West,downstream,Buffer hold tanks,T-4270,Air Filter,Size,,,,626141
West,downstream,Buffer hold tanks,T-4270,Air Filter,Type,No Air Filter,,,626141
West,downstream,Buffer hold tanks,T-4270,Air Filter,Vendor,,,,626141
West,downstream,Buffer hold tanks,T-4270,Product/Buffer Filter,Size,"10""/single",,,626141
West,downstream,Buffer hold tanks,T-4270,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626141
West,downstream,Buffer hold tanks,T-4270,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626141
West,downstream,Buffer hold tanks,T-4270,Vent Filter,Size,"5""/single",,,626141
West,downstream,Buffer hold tanks,T-4270,Vent Filter,Type,"In Line cartridge, Type 7",,,626141
West,downstream,Buffer hold tanks,T-4270,Vent Filter,Vendor,"Millipore, Pall",,,626141
West,downstream,Buffer hold tanks,T-4270,Level Transmitter,Calibration DS,123740,,,626141
West,downstream,Buffer hold tanks,T-4270,Level Transmitter,Calibration Tolerance,±12 L,,,626141
West,downstream,Buffer hold tanks,T-4270,Level Transmitter,Manufacturer,ROSEMOUNT / 3051CG,,,626141
West,downstream,Buffer hold tanks,T-4270,Level Transmitter,Max.,1650,,,626141
West,downstream,Buffer hold tanks,T-4270,Level Transmitter,Min.,0,,,626141
West,downstream,Buffer hold tanks,T-4270,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626141
West,downstream,Buffer hold tanks,T-4270,Pressure Transmitter,Calibration DS,123690,,,626141
West,downstream,Buffer hold tanks,T-4270,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626141
West,downstream,Buffer hold tanks,T-4270,Pressure Transmitter,Manufacturer,Rosemount / 3051TG2F2B21AM5S1A01,,,626141
West,downstream,Buffer hold tanks,T-4270,Pressure Transmitter,Max.,40,,,626141
West,downstream,Buffer hold tanks,T-4270,Pressure Transmitter,Min.,0,,,626141
West,downstream,Buffer hold tanks,T-4270,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626141
West,downstream,Buffer hold tanks,T-4270,Temeprature Transmitter,Calibration DS,123666,,,626141
West,downstream,Buffer hold tanks,T-4270,Temeprature Transmitter,Calibration Tolerance,±0.30 C,,,626141
West,downstream,Buffer hold tanks,T-4270,Temeprature Transmitter,Manufacturer,Rosemount / 848TFI5S001B6JS2F5,,,626141
West,downstream,Buffer hold tanks,T-4270,Temeprature Transmitter,Max.,150,,,626141
West,downstream,Buffer hold tanks,T-4270,Temeprature Transmitter,Min.,0,,,626141
West,downstream,Buffer hold tanks,T-4270,Temeprature Transmitter,Vendor Tolerance,±0.30 C,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel,CIP capable,Y,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel,"Connected to I (Initial), F(Final)","I, F",,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel,Manufacturer,DCI,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel,SIP capable,Y,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel Volume (L),Maximum working volume,1575,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel Volume (L),Minimum working volume,0,,,626141
West,downstream,Buffer hold tanks,T-4270,Vessel Volume (L),Nominal volume,1500,,,626141
West,downstream,Buffer hold tanks,T-4280,Vessel Demension,"Tank Inner Diameter ("")",36,,,626150
West,downstream,Buffer hold tanks,T-4280,Vessel Demension,"Tank Outer Diameter("")",41,,,626150
West,downstream,Buffer hold tanks,T-4280,Vessel Demension,"Tank Straight wall height ("")",96,,,626150
West,downstream,Buffer hold tanks,T-4280,Vessel Demension,"Total height, bottom to top ("")",119.625,,,626150
West,downstream,Buffer hold tanks,T-4280,Air Filter,Size,,,,626150
West,downstream,Buffer hold tanks,T-4280,Air Filter,Type,No Air Filter,,,626150
West,downstream,Buffer hold tanks,T-4280,Air Filter,Vendor,,,,626150
West,downstream,Buffer hold tanks,T-4280,Product/Buffer Filter,Size,"10""/single",,,626150
West,downstream,Buffer hold tanks,T-4280,Product/Buffer Filter,Type,"T-type cartridge, Type 7",,,626150
West,downstream,Buffer hold tanks,T-4280,Product/Buffer Filter,Vendor,"Millipore, Pall",,,626150
West,downstream,Buffer hold tanks,T-4280,Vent Filter,Size,"5""/single",,,626150
West,downstream,Buffer hold tanks,T-4280,Vent Filter,Type,"In Line cartridge, Type 7",,,626150
West,downstream,Buffer hold tanks,T-4280,Vent Filter,Vendor,"Millipore, Pall",,,626150
West,downstream,Buffer hold tanks,T-4280,Level Transmitter,Calibration DS,123740,,,626150
West,downstream,Buffer hold tanks,T-4280,Level Transmitter,Calibration Tolerance,±12 L,,,626150
West,downstream,Buffer hold tanks,T-4280,Level Transmitter,Manufacturer,ROSEMOUNT / 3051CG4F22A1AS1A01,,,626150
West,downstream,Buffer hold tanks,T-4280,Level Transmitter,Max.,1650,,,626150
West,downstream,Buffer hold tanks,T-4280,Level Transmitter,Min.,0,,,626150
West,downstream,Buffer hold tanks,T-4280,Level Transmitter,Vendor Tolerance,±0.065% of span,,,626150
West,downstream,Buffer hold tanks,T-4280,Pressure Transmitter,Calibration DS,123690,,,626150
West,downstream,Buffer hold tanks,T-4280,Pressure Transmitter,Calibration Tolerance,±0.4 psig,,,626150
West,downstream,Buffer hold tanks,T-4280,Pressure Transmitter,Manufacturer,Rosemount / 3051TG,,,626150
West,downstream,Buffer hold tanks,T-4280,Pressure Transmitter,Max.,40,,,626150
West,downstream,Buffer hold tanks,T-4280,Pressure Transmitter,Min.,0,,,626150
West,downstream,Buffer hold tanks,T-4280,Pressure Transmitter,Vendor Tolerance,±0.065% of span,,,626150
West,downstream,Buffer hold tanks,T-4280,Temeprature Transmitter,Calibration DS,123666,,,626150
